Activité;Dénomination;Adresse complète;Commune;Code Postal;;Longitude;Latitude;;Lien_Tableau_Dynamique
Travaux de peinture et vitrerie;MAZALLON david; 18 RUE HOTEL DE VILLE 69550 CUBLIZE;CUBLIZE;69550;;4,377812;46,018493;;
Autres travaux de finition;HAMIDA soraya; 2518 ROUTE DE STRASBOURG 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,892414;45,817952;;
Travaux de revètements des sols et des murs;CARRELAGE JOANNON S A R L;L AUBEPIN 135 CHEMIN DE LA SAGNE 69590 LARAJASSE;LARAJASSE;69590;;4,525746;45,603484;;
Travaux de peinture et vitrerie;DRIDI azaiez;LES JARDIN VENDOME 20 RUE DE CREQUI 69006 LYON;LYON;69006;;4,844875;45,774658;;
Travaux de plâtrerie;CDM; 54 RUE PAUL VERLAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880443;45,763697;;
Travaux de revètements des sols et des murs;MONALYSA; 51 AVENUE DE VERDUN 69630 CHAPONOST;CHAPONOST;69630;;4,756965;45,718849;;
Agencement de lieux de ventes;KHOREDIA; 28 RUE DU REPOS 69007 LYON;LYON;69007;;4,850231;45,746139;;
Travaux de plâtrerie;SARL DE AMORIM; 20 AVENUE DE LA CONSTELLATION 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,774488;45,755062;;
Travaux de plâtrerie;FACEMAZ jean francois; 7 RUE ANNE FRANK 69210 L'ARBRESLE;L'ARBRESLE;69210;;4,613361;45,837745;;
Travaux de plâtrerie;AML; 29 RUE ALEXANDRE DUMAS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,923424;45,753626;;
Travaux de plâtrerie;MONT D'OR DECO; 31 CHEMIN DES SEIGNES 69370 SAINT-DIDIER-AU-MONT-D'OR;SAINT-DIDIER-AU-MONT-D'OR;69370;;4,789886;45,813004;;
Travaux de peinture et vitrerie;SARL SNM; 18 AVENUE ALBERT THOMAS 69190 SAINT-FONS;SAINT-FONS;69190;;4,858948;45,706485;;
Travaux de revètements des sols et des murs;LYONSIB; 10 CHEMIN DU MOULIN CARRON 69130 ECULLY;ECULLY;69130;;4,778008;45,790875;;
Travaux de plâtrerie;CHAKRI mohamed;ESPACE BEAUVOIR 16 RUE LOUIS BLANC 69190 SAINT-FONS;SAINT-FONS;69190;;4,85708;45,709508;;
Autres travaux de finition;ABPR AGENCEMENT  BATIMENT  PATRICK  RUTY; 189 RUE LEON BLUM 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,907722;45,761032;;
Travaux de peinture et vitrerie;GRANGER romain; 5 ALLEE DU PARC 69740 GENAS;GENAS;69740;;5,00071;45,721076;;
Travaux de peinture et vitrerie;NTG; 11 RUE MARCEL CERDAN 69780 MIONS;MIONS;69780;;4,955115;45,666394;;
Travaux de plâtrerie;ALLOUACHE hamza; 6 RUE DE SAVOIE 69320 FEYZIN;FEYZIN;69320;;4,853699;45,663981;;
Travaux de plâtrerie;FJF; 72 RUE VILLEROY 69003 LYON;LYON;69003;;4,84917;45,754941;;
Travaux de peinture et vitrerie;LAGRENEE carles;42309 11 BOULEVARD MARIUS VIVIER-MERLE 69003 LYON;LYON;69003;;4,858476;45,762257;;
Travaux de plâtrerie;CRET BAT; 5 ROUTE DE STRASBOURG 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,86277;45,79219;;
Travaux de plâtrerie;ZAPLANA BATIMENT; 5 ROUTE NATIONALE 69330 PUSIGNAN;PUSIGNAN;69330;;5,047884;45,760102;;
Travaux de peinture et vitrerie;BATIRA ENTREPRISE; 254 RUE FRANCIS DE PRESSENSE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,892092;45,769648;;
Travaux de plâtrerie;P A2 DECO; 7 RUE AUGUSTE COMTE 69780 MIONS;MIONS;69780;;4,948255;45,653555;;
Travaux de plâtrerie;DECOPLACK; 16 RUE SANTOS DUMONT 69008 LYON;LYON;69008;;4,861176;45,744153;;
Travaux de peinture et vitrerie;V M G N; 6 AVENUE DOCTEUR SCHWEITZER 69330 MEYZIEU;MEYZIEU;69330;;5,027632;45,763882;;
Travaux de peinture et vitrerie;AXCP; 4 IMPASSE LEFEVRE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,912434;45,774069;;
Travaux de plâtrerie;LASSOUAD faisal; 535 RUE DES GRILLONS 69400 GLEIZE;GLEIZE;69400;;4,701696;45,995496;;
Travaux de plâtrerie;B ET B ISOLATION; 826 RUE DE LA REPUBLIQUE 69580 SATHONAY-CAMP;SATHONAY-CAMP;69580;;4,872639;45,824498;;
Travaux de revètements des sols et des murs;SOCIETE FRANCE CONSTRUCTION IMMOBILIER; 223 RUE DE CREQUI 69003 LYON;LYON;69003;;4,848253;45,757733;;
Travaux de plâtrerie;H C PEINTURE; 13 RUE DUGAS MONTBEL 69002 LYON;LYON;69002;;4,827991;45,746708;;
Travaux de plâtrerie;MEUNIER INTRAMUROS; 1135 CHEMIN DES GRANDS MOULINS 69400 GLEIZE;GLEIZE;69400;;4,69657;45,98346;;
Travaux de revètements des sols et des murs;STEVE CAPELLINI; 4 RUE CHARLES MARTIN 69190 SAINT-FONS;SAINT-FONS;69190;;4,847963;45,714093;;
Travaux de plâtrerie;ESPACE RENOVATION; 14 RUE DE LA LOZERE 69200 VENISSIEUX;VENISSIEUX;69200;;4,856914;45,721448;;
Travaux de plâtrerie;ATAYAN arshak; 11 RUE FRANCOISE GIROUD 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889897;45,781872;;
Travaux de revètements des sols et des murs;MAXIMUS CARRELAGES; 100 IMPASSE GRANGE BARONNA 69480 ANSE;ANSE;69480;;4,70984;45,938578;;
Travaux de revètements des sols et des murs;LES PAVEURS LYONNAIS; 232 AVENUE FELIX FAURE 69003 LYON;LYON;69003;;4,87498;45,755467;;
Travaux de peinture et vitrerie;EURL ARMAND; 27 RUE DU 35EME REGIMENT D'AVIATION 69500 BRON;BRON;69500;;4,930953;45,736976;;
Travaux de peinture et vitrerie;A G M V; 133 RUE DE L'AEROPOSTALE 69124 COLOMBIER-SAUGNIEU;COLOMBIER-SAUGNIEU;69124;;5,106539;45,70776;;
Travaux de revètements des sols et des murs;ART ET CARRELAGE;LES TERRASSES DE L OUEST 9 IMPASSE DES SAULES 69380 CHESSY;CHESSY;69380;;4,62333;45,894289;;
Travaux de plâtrerie;SARL P P M DECO; 320 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,866068;45,737364;;
Agencement de lieux de ventes;L'APPART FITNESS LOGISTIC; 42 RUE D'ALSACE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,869842;45,768401;;
Travaux de revètements des sols et des murs;URBANET RESINES; 381 CHEMIN DE LA CURATTE 69830 SAINT-GEORGES-DE-RENEINS;SAINT-GEORGES-DE-RENEINS;69830;;4,728738;46,054532;;
Travaux de plâtrerie;PEREZ ANTUNES bruno; 4 RUE DE MARGNOLLES 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,833479;45,78207;;
Travaux de peinture et vitrerie;ZOLLER laurent; 5 RUE BELY 69004 LYON;LYON;69004;;4,82279;45,774126;;
Travaux de revètements des sols et des murs;JENIN DAVID CARRELAGE david; 22 ROUTE DE MARENNES 69360 COMMUNAY;COMMUNAY;69360;;4,839206;45,604977;;
Agencement de lieux de ventes;ZACHARIE AGENCEMENT;ZONE DE SACUNY 182 AVENUE MARCEL MERIEUX 69530 BRIGNAIS;BRIGNAIS;69530;;4,770176;45,685572;;
Travaux de peinture et vitrerie;BARBOSA gregory; 19 RUE DE LA SAONE 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,894967;45,826138;;
Travaux de peinture et vitrerie;MEGDICHE mounir; 100 RUE JEAN VALLIER 69007 LYON;LYON;69007;;4,836806;45,73278;;
Travaux de peinture et vitrerie;FREDERIC RISPOLI;45478 5 CHEMIN DU TRONCHON 69570 DARDILLY;DARDILLY;69570;;4,768225;45,8032;;
Travaux de plâtrerie;ENTREPRISE ANDRADE FERNANDES adilson-de-jesus; 169 RUE AMPERE 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,723264;45,98874;;
Travaux de peinture et vitrerie;BENITO FOURNIER ET ASSOCIES;DEPARTEMENTALE 686 858 ROUTE NATIONALE 6 69400 GLEIZE;GLEIZE;69400;;4,718842;46,007539;;
Travaux de peinture et vitrerie;D D&P;LES GRIOTTIERS 71 ROUTE NEUVE 69540 IRIGNY;IRIGNY;69540;;4,822893;45,685508;;
Travaux de peinture et vitrerie;UGO UNITE GROS OUVRAGE; 17 AVENUE DU PARC 69250 NEUVILLE-SUR-SAONE;NEUVILLE-SUR-SAONE;69250;;4,851917;45,88909;;
Travaux de plâtrerie;GUILLAUD ROMAIN; 7 RUE JOCELYN 69740 GENAS;GENAS;69740;;5,020693;45,739655;;
Travaux de revètements des sols et des murs;PATHENAY guillaume; 23 RUE DE BOIS CLOS 69330 MEYZIEU;MEYZIEU;69330;;5,012088;45,785526;;
Travaux de plâtrerie;ARIA loic; 37 ROUTE DE JONAGE 69330 PUSIGNAN;PUSIGNAN;69330;;5,068331;45,761948;;
Autres travaux de finition;FAST N CLEAN mohamed; 18 BOULEVARD DES ETATS-UNIS 69008 LYON;LYON;69008;;4,86033;45,737662;;
Travaux de plâtrerie;BARBINI marc; 59 RUE DU LABOUR 69190 SAINT-FONS;SAINT-FONS;69190;;4,855014;45,689224;;
Travaux de peinture et vitrerie;BNA PEINTURE; 72 RUE VILLEROY 69003 LYON;LYON;69003;;4,84917;45,754941;;
Travaux de plâtrerie;JAFFALI oilid;ESPACE HANOI 9 RUE D'HANOI 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,862905;45,771463;;
Agencement de lieux de ventes;BALDINO fabrice; 7 QUAI DES ETROITS 69005 LYON;LYON;69005;;4,819267;45,750614;;
Travaux de plâtrerie;LE GUEZIEC pierric; 1 ALLEE DES GAMAYS 69210 FLEURIEUX-SUR-L'ARBRESLE;FLEURIEUX-SUR-L'ARBRESLE;69210;;4,656394;45,837205;;
Travaux de plâtrerie;MEIRELES DA SILVA arnaldo; 16 ROUTE DE LYON 69320 FEYZIN;FEYZIN;69320;;4,860707;45,674361;;
Travaux de plâtrerie;GONCALVES MANUEL;11 COTE SUD 2393 CHEMIN DE LA BLANCHERIE 69360 SOLAIZE;SOLAIZE;69360;;4,849201;45,634114;;
Travaux de plâtrerie;SOCIETE GOMES;95 A 99 BAT 8 95 AVENUE MARCELIN BERTHELOT 69520 GRIGNY;GRIGNY;69520;;4,780134;45,596541;;
Travaux de peinture et vitrerie;SAONE DECOR; 4 PLACE DE L'EGLISE 69270 CAILLOUX-SUR-FONTAINES;CAILLOUX-SUR-FONTAINES;69270;;4,873974;45,851863;;
Travaux de plâtrerie;L P P; 522 RUE DE BEER-SHEVA 69009 LYON;LYON;69009;;4,790959;45,7896;;
Travaux de revètements des sols et des murs;CARRE D ART; 287 RUE BARTHELEMY THIMONNIER 69530 BRIGNAIS;BRIGNAIS;69530;;4,766694;45,686235;;
Travaux de plâtrerie;KF BATIMENT; 3 RUE DE LA LOIRE 69330 MEYZIEU;MEYZIEU;69330;;5,007665;45,764469;;
Travaux de revètements des sols et des murs;MILD BATIMENT; 8 RUE SIGMUND FREUD 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,926707;45,773094;;
Travaux de revètements des sols et des murs;LGL ETANCHEITE; 10 AVENUE DU 11 NOVEMBRE 1918 69200 VENISSIEUX;VENISSIEUX;69200;;4,863188;45,688313;;
Agencement de lieux de ventes;JACQUETON jean francois; 8 AVENUE MARCEL CACHIN 69200 VENISSIEUX;VENISSIEUX;69200;;4,876967;45,692476;;
Travaux de peinture et vitrerie;ADR SERVICES; 22 AVENUE LIONEL TERRAY 69330 JONAGE;JONAGE;69330;;5,036224;45,769324;;
Travaux de peinture et vitrerie;SARL HFM; 4 AVENUE GALLINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,865759;45,775966;;
Travaux de plâtrerie;OUAJDI khaled; 19 RUE ROBERT DESNOS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,928105;45,775578;;
Travaux de revètements des sols et des murs;EURL DIAS CARRELAGE; 469 AVENUE BEN GOURION 69009 LYON;LYON;69009;;4,788166;45,788153;;
Autres travaux de finition;BONTOUX paul;LE JARDIN SAGE 60 RUE PIERRE BRUNIER 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,83076;45,78947;;
Travaux de plâtrerie;SOW lat fatim sall; 66 RUE D'ALSACE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,869851;45,765807;;
Travaux de peinture et vitrerie;EL KAMARI karim; 5 ALLEE DES ACACIAS 69200 VENISSIEUX;VENISSIEUX;69200;;4,869879;45,724145;;
Travaux de peinture et vitrerie;MEDJAHDAOUI mohammed; 25 AVENUE DES NATIONS 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,907036;45,82249;;
Autres travaux de finition;DECARA jean-marc;   LA TUILIERE 69510 THURINS;THURINS;69510;;4,655886;45,678332;;
Autres travaux de finition;RIBAUT ricardo; 8 RUE DE LA PLAINE 69420 AMPUIS;AMPUIS;69420;;4,809066;45,486398;;
Travaux de peinture et vitrerie;MINCHELLA alexandre; 23 RUE TURBIL 69003 LYON;LYON;69003;;4,868396;45,756466;;
Travaux de peinture et vitrerie;NAIMAPRO; 72 RUE VILLEROY 69003 LYON;LYON;69003;;4,84917;45,754941;;
Travaux de peinture et vitrerie;HAMDANI mohamed ali; 30 RUE DES ESSARTS 69500 BRON;BRON;69500;;4,893017;45,733268;;
Travaux de peinture et vitrerie;DEDIC hazim;RESIDENCE LE ST LAURENT BATIMENT B 34 RUE DE LA QUARANTAINE 69005 LYON;LYON;69005;;4,821489;45,752789;;
Travaux de peinture et vitrerie;RENOV BAT 69; 2 ALLEE JEAN MOULIN 69700 GIVORS;GIVORS;69700;;4,764718;45,606447;;
Travaux de peinture et vitrerie;MG PEINTURE; 29 RUE HOTEL DE VILLE 69550 CUBLIZE;CUBLIZE;69550;;4,377802;46,018714;;
Travaux de peinture et vitrerie;ZAMY DECO; 203 AVENUE FELIX FAURE 69003 LYON;LYON;69003;;4,87232;45,755327;;
Travaux de plâtrerie;KOVALSKI vladimir; 22 RUE FLACHET 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889818;45,770281;;
Travaux de plâtrerie;NOVALYS RENOVATION; 247 RUE PAUL BERT 69003 LYON;LYON;69003;;4,866605;45,756817;;
Travaux de plâtrerie;MARNISSI bechir; 4 RUE RICHELIEU 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,878251;45,762111;;
Travaux de revètements des sols et des murs;SOFRONI eduard; 23 RUE BEETHOVEN 69200 VENISSIEUX;VENISSIEUX;69200;;4,897281;45,692446;;
Travaux de plâtrerie;DECO SERVICES NH nacerdini; 70 RUE VERLAINE 69500 BRON;BRON;69500;;4,924796;45,740856;;
Travaux de plâtrerie;69 CONSTRUCTION EUROPE; 84 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,939712;45,758527;;
Travaux de plâtrerie;ENTREPRISE BOUFAROUA ET ASSOCIES BATIMENT;50/52 50 RUE ANDRE BOLLIER 69007 LYON;LYON;69007;;4,830093;45,7343;;
Travaux de plâtrerie;ENTRERPRISE ERDOGAN PERE ET FILS mukremin; 63 RUE KLEBER 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,723363;45,994345;;
Travaux de peinture et vitrerie;DONANT eric; 84 RUE DU DAUPHINE 69003 LYON;LYON;69003;;4,869509;45,752627;;
Travaux de revètements des sols et des murs;MARTINS DA ROCHA francisco manuel; 27 AVENUE DE LA REPUBLIQUE 69500 BRON;BRON;69500;;4,911448;45,735006;;
Travaux de plâtrerie;DORO thierry; 23 RUE JULES VEDRINES 69500 BRON;BRON;69500;;4,922668;45,742785;;
Travaux de plâtrerie;RHONE ALPES PEINTURE; 61 RUE DES MARTYRS DE LA RESISTANCE 69200 VENISSIEUX;VENISSIEUX;69200;;4,872091;45,691458;;
Travaux de peinture et vitrerie;LINEA SERVICES abdou; 7 RUE FERRANDIERE 69002 LYON;LYON;69002;;4,833758;45,762099;;
Travaux de revètements des sols et des murs;JLS CARRELAGES; 4 IMPASSE DES PRIMEVERES 69220 CERCIE;CERCIE;69220;;4,662237;46,119961;;
Travaux de plâtrerie;ASB PEINTURE; 12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,916446;45,786837;;
Travaux de plâtrerie;BORA tuncay; 1 RUE DE LA BEGUDE 69320 FEYZIN;FEYZIN;69320;;4,859044;45,674543;;
Travaux de peinture et vitrerie;ROBERT julien; 12 AVENUE DE LA LIBERATION 69330 MEYZIEU;MEYZIEU;69330;;5,000347;45,772827;;
Travaux de plâtrerie;BM AGENCEMENT BATIMENTS;13 B 13 RUE DE LA VILLETTE 69003 LYON;LYON;69003;;4,861507;45,760427;;
Travaux de plâtrerie;BOURRIN stephane;BAT A ALLEE 8 2 RUE AUGUSTE TRAMIER 69130 ECULLY;ECULLY;69130;;4,781987;45,774498;;
Travaux de peinture et vitrerie;A D VERRE SARL; 16 ALLEE GEORGES BIZET 69780 SAINT-PIERRE-DE-CHANDIEU;SAINT-PIERRE-DE-CHANDIEU;69780;;4,996865;45,639232;;
Autres travaux de finition;COLLET marc; 4 RUE SAINT JEAN DE LA DOUE 69590 SAINT-SYMPHORIEN-SUR-COISE;SAINT-SYMPHORIEN-SUR-COISE;69590;;4,453801;45,631299;;
Travaux de revètements des sols et des murs;CARRELAGE VENDOME; 32 QUAI JEAN-BAPTISTE SIMON 69270 FONTAINES-SUR-SAONE;FONTAINES-SUR-SAONE;69270;;4,846333;45,833143;;
Travaux de plâtrerie;JO BATI DECORATION joel; 54 BOULEVARD DU 11 NOVEMBRE 1918 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,864823;45,778922;;
Travaux de revètements des sols et des murs;TEDESCO stephane; 23 RUE PROFESSEUR WEILL 69006 LYON;LYON;69006;;4,856559;45,768028;;
Autres travaux de finition;ASD; 6 RUE PROFESSEUR FLORENCE 69003 LYON;LYON;69003;;4,880564;45,747585;;
Travaux de plâtrerie;JABRI hatem; 6 RUE LOUIS AULAGNE 69200 VENISSIEUX;VENISSIEUX;69200;;4,869857;45,706466;;
Autres travaux de finition;LANGLOIS stephane; 116 AVENUE EDOUARD HERRIOT 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,971728;45,773604;;
Travaux de plâtrerie;R 2 J RENOVATION jocelyn; 72 ROUTE DE VILLETTE D'ANTHON 69330 PUSIGNAN;PUSIGNAN;69330;;5,069161;45,76544;;
Travaux de revètements des sols et des murs;YAKOUBI rassoule; 6 RUE DES MARTYRS 69230 SAINT-GENIS-LAVAL;SAINT-GENIS-LAVAL;69230;;4,792097;45,695612;;
Travaux de peinture et vitrerie;SAINT-PIERRE olivier; 72 MONTEE DE L'OBSERVANCE 69009 LYON;LYON;69009;;4,809418;45,767697;;
Travaux de plâtrerie;ULUS FACADE; 9 RUE GEORGES BRAQUE 69330 MEYZIEU;MEYZIEU;69330;;4,993241;45,763582;;
Travaux de peinture et vitrerie;HM DECORATION; 291 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,863046;45,73858;;
Travaux de revètements des sols et des murs;KANMAZ MUTLU;50-52 50 AVENUE CHANOINE CARTELLIER 69230 SAINT-GENIS-LAVAL;SAINT-GENIS-LAVAL;69230;;4,78126;45,675613;;
Travaux de plâtrerie;SARL E G B P R; 4 QUAI JOSEPH GILLET 69004 LYON;LYON;69004;;4,813819;45,772158;;
Travaux de peinture et vitrerie;CHERIF RENOVATION; 72 RUE VILLEROY 69003 LYON;LYON;69003;;4,84917;45,754941;;
Travaux de plâtrerie;JUMEAUX; 2 CHEMIN DE LA GODILLE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,914178;45,782799;;
Travaux de peinture et vitrerie;BENLARBI smail; 14 RUE DE PRIVAS 69190 SAINT-FONS;SAINT-FONS;69190;;4,854323;45,695964;;
Travaux de peinture et vitrerie;PAIVA MARTINS walter; 14 RUE JEAN COURJON 69330 MEYZIEU;MEYZIEU;69330;;4,99383;45,779681;;
Travaux de plâtrerie;EURO PEINTURE & CIE; 15 AVENUE GALLIENI 69500 BRON;BRON;69500;;4,930909;45,743615;;
Travaux de plâtrerie;COQUARD patrice;  LOTISSEMENT LE BUFFET 69610 LES HALLES;LES HALLES;69610;;4,436859;45,718791;;
Travaux de plâtrerie;AVDIU nehat; 191 RUE LEON BLUM 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,907966;45,761105;;
Travaux de peinture et vitrerie;BOUSLAH kamel; 318 AVENUE ANDREI SAKHAROV 69009 LYON;LYON;69009;;4,799838;45,786685;;
Travaux de peinture et vitrerie;LECLERCQ jerome; 66 RUE ALSACE LORRAINE 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,719795;45,992149;;
Travaux de plâtrerie;LENNIE; 10 CHEMIN DE LA FERME 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,913188;45,786983;;
Travaux de plâtrerie;PEINTURE RENOVATION DECORATION; 131 RUE DE CREQUI 69006 LYON;LYON;69006;;4,846696;45,765954;;
Travaux de peinture et vitrerie;GRICHE abdelhamid; 170 AVENUE PAUL SANTY 69008 LYON;LYON;69008;;4,879804;45,726029;;
Travaux de plâtrerie;SAMAHA anouar; 3 ALLEE CAMILLE DESMOULINS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,926047;45,751957;;
Autres travaux de finition;G.R.J;  PASSAGE PIERRE GRANJON 69510 SOUCIEU-EN-JARREST;SOUCIEU-EN-JARREST;69510;;4,698774;45,683465;;
Travaux de peinture et vitrerie;BUDAK asir; 734 RUE DE BELLEROCHE 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,700677;45,980637;;
Travaux de revètements des sols et des murs;L.A.P.K; 27 RUE DE LA VILLETTE 69003 LYON;LYON;69003;;4,862127;45,761738;;
Travaux de revètements des sols et des murs;CELESTINO mickael; 36 RUE FLACHET 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889702;45,768568;;
Travaux de revètements des sols et des murs;D'ORAZIO tonino; 3 IMPASSE DU LAQUAY 69200 VENISSIEUX;VENISSIEUX;69200;;4,896878;45,691171;;
Travaux de revètements des sols et des murs;FURTIN aurelien; 815 RUE DU 11 NOVEMBRE 1918 69290 CRAPONNE;CRAPONNE;69290;;4,728221;45,744182;;
Travaux de peinture et vitrerie;MICULINIC christian; 67 AVENUE DU POINT DU JOUR 69005 LYON;LYON;69005;;4,802735;45,756333;;
Autres travaux de finition;SARL NSK BATIMENT; 1 CHEMIN DE LA VALLEE 69580 SATHONAY-VILLAGE;SATHONAY-VILLAGE;69580;;4,867792;45,831634;;
Autres travaux de finition;TARDY jerome; 12 RUE DE SEZE 69006 LYON;LYON;69006;;4,844757;45,767939;;
Travaux de revètements des sols et des murs;CHAPPERON PHILIPPE; 35 ROUTE DE MARENNES 69970 CHAPONNAY;CHAPONNAY;69970;;4,927791;45,625631;;
Travaux de peinture et vitrerie;AIELLO jean pierre; 91 MONTEE DE L'OBSERVANCE 69009 LYON;LYON;69009;;4,810646;45,76561;;
Travaux de plâtrerie;CHRIF mohamed; 10 RUE GABRIEL FAURE 69200 VENISSIEUX;VENISSIEUX;69200;;4,874443;45,696993;;
Travaux de plâtrerie;YURDABAKAN david; 180 RUE DES SOURCES 69220 TAPONAS;TAPONAS;69220;;4,76107;46,132947;;
Travaux de peinture et vitrerie;BEN AMOR choighui; 64 RUE ETIENNE RICHERAND 69003 LYON;LYON;69003;;4,865897;45,758905;;
Travaux de revètements des sols et des murs;PROSPERO adrien; 41 CHEMIN DE LA FOUILLOUSE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,97647;45,685583;;
Travaux de plâtrerie;ANTOINE DESROCHES; 78 ROUTE DE VILLEFRANCHE 69480 ANSE;ANSE;69480;;4,717473;45,937898;;
Travaux de peinture et vitrerie;ASKRI mokdad;RESIDENCE PEGUY 7 AVENUE VOLTAIRE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,924707;45,774739;;
Travaux de plâtrerie;BARILEVA ajet; 4 RUE ETIENNE DOLET 69190 SAINT-FONS;SAINT-FONS;69190;;4,858087;45,707732;;
Travaux de plâtrerie;AS BAT; 7 RUE DES FLEURS 69500 BRON;BRON;69500;;4,928376;45,742908;;
Travaux de plâtrerie;ESPRIT D INTERIEUR; 976 CHEMIN DE LA ROSSIGNOLE 69390 CHARLY;CHARLY;69390;;4,798193;45,637902;;
Travaux de plâtrerie;N V PLATRERIE PEINTURE;  RUE DES MAISONS NEUVES 69460 SAINT-ETIENNE-DES-OULLIERES;SAINT-ETIENNE-DES-OULLIERES;69460;;4,646553;46,072037;;
Travaux de plâtrerie;ERB ENTREPRISE RENOVATION BATIMENTS; 17 RUE D'INKERMANN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,865855;45,768951;;
Travaux de plâtrerie;GK CONCEPT; 92 RUE CLAUDIUS SAVOYE 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,728115;45,989407;;
Travaux de plâtrerie;EURL PRO-SER; 2 RUE EUGENE GUILLEMIN 69500 BRON;BRON;69500;;4,912295;45,732569;;
Travaux de plâtrerie;BEAL jerome; 366 RUE DES VERCHERES 69650 QUINCIEUX;QUINCIEUX;69650;;4,763616;45,909691;;
Travaux de peinture et vitrerie;SEVELE gilbert; 29 BOULEVARD LENINE 69200 VENISSIEUX;VENISSIEUX;69200;;4,863172;45,695453;;
Travaux de plâtrerie;KHLIFI fehmi; 135 ROUTE DE GENAS 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,888847;45,754333;;
Travaux de plâtrerie;T B E thierry; 483 ROUTE DES 2 VALLEES 69420 TREVES;TREVES;69420;;4,684295;45,534615;;
Travaux de revètements des sols et des murs;PINAY olivier; 59 BOULEVARD DES CANUTS 69004 LYON;LYON;69004;;4,827302;45,779919;;
Travaux de plâtrerie;SARL ASSA; 12 RUE GASTON MONMOUSSEAU 69200 VENISSIEUX;VENISSIEUX;69200;;4,877934;45,696114;;
Agencement de lieux de ventes;DUFAUX philippe;   LE GLABAT 69460 LE PERREON;LE PERREON;69460;;4,576717;46,062618;;
Travaux de plâtrerie;NOTTOLI jerome; 645 ROUTE DE SIMANDRES 69970 MARENNES;MARENNES;69970;;4,902491;45,617907;;
Travaux de plâtrerie;SARL DECOVIMO PEINTURE; 3 RUE GIRIE 69003 LYON;LYON;69003;;4,875702;45,754509;;
Travaux de peinture et vitrerie;KOCYIGIT ali; 111 RUE JEAN VOILLOT 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,909849;45,757393;;
Travaux de peinture et vitrerie;CORNET jean philippe; 24 AVENUE DU CHATER 69340 FRANCHEVILLE;FRANCHEVILLE;69340;;4,772068;45,746283;;
Travaux de plâtrerie;ELESYS CONSTRUCTION; 90 ANCIENNE ROUTE NATIONALE 7 69570 DARDILLY;DARDILLY;69570;;4,73443;45,807797;;
Travaux de plâtrerie;CAP'BATIMENT; 54 RUE PAUL VERLAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880443;45,763697;;
